author,title,description,url,urlToImage,date,content,source.id,source.name,symbol,result
ETMarkets.com,Stock market update: FMCG stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/106381606.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2023-12-29,"NEW DELHI: FMCG shares closed lower in the Friday's session. Emami(up 5.77%), Dodla Dairy(up 5.03%), Bajaj Consumer(up 4.85%), TATA CONSUMER PRODUCTS(up 4.40%), Hatsun Agro Product Ltd(up 3.45%), Vad… [+1425 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
TIMESOFINDIA.COM,Tata Motors delivers 100 Starbus EVs to Bengaluru Metropolitan Transport Corporation,"Tata Motors delivers Starbus EVs to Bengaluru Metropolitan Transport Corporation (BMTC) as part of a larger order with TML Smart City Mobility Solutions Ltd. The indigenous Tata Starbus EV joins BMTC's fleet, offering a sustainable and comfortable commuting e…",https://timesofindia.indiatimes.com/gadgets-news/tata-motors-delivers-100-starbus-evs-to-bengaluru-metropolitan-transport-corporation/articleshow/106392095.cms,"https://static.toiimg.com/thumb/msid-106392084,width-1070,height-580,imgsize-54602,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-12-30,"5G smartphones with 10GB or more RAM under Rs 25,000",the-times-of-india,The Times of India,TATAMOTORS,
ETMarkets.com,Stock market update: Stocks that hit 52-week highs on NSE,"Integra Garment,  BAG Films,  Bharat Road Net,  Aksh Optifibre and  Sandesh Ltd, hit their fresh 52-week highs at 11:00AM.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/106504005.cms,"https://img.etimg.com/thumb/msid-83746920,width-1200,height-630,imgsize-779300,overlay-etmarkets/photo.jpg",2024-01-03,"NEW DELHI: Shares of Integra Garment, BAG Films, Bharat Road Net, Aksh Optifibre and Sandesh Ltd, hit their fresh 52-week highs at 11:00AM(IST)on NSE. Benchmark NSE Nifty index fell 47.3 points to 21… [+751 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
Aroosa Ahmed,Automakers to help reduce inventory at dealerships,Vehicle inventory at dealerships touched 7 lakh in first week of December,https://www.thehindubusinessline.com/companies/automakers-to-help-reduce-inventory-at-dealerships/article67695291.ece,https://bl-i.thgim.com/public/incoming/swniwu/article67697857.ece/alternates/LANDSCAPE_1200/2023-09-26T140704Z_1673782639_RC28G3ABBY88_RTRMADP_3_MARUTI-SUZUKI-INDIA.JPG,2024-01-02,"In a bid to reduce inventory stocks at dealerships across the country, original equipment manufacturers (OEM) have reduced production and supply. 
OEMs are looking to reduce stock by pushing fewer v… [+1366 chars]",,BusinessLine,TATAMOTORS,1.0
ETMarkets.com,Stock market update: FMCG stocks up as market rises,The 30-share BSE Sensex closed  up  701.63 points at 72038.43,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/106323737.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: FMCG shares closed higher in the Wednesday's session. Prataap Snacks(up 2.66%), TATA CONSUMER PRODUCTS(up 1.93%), Zydus Wellness(up 1.87%), P &amp; G Hygiene(up 1.84%), Vadilal Industries(… [+1423 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Power stocks up as market falls,The 30-share BSE Sensex was  down  247.52 points at 72162.86,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/106368444.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2023-12-29,"NEW DELHI: Power stocks were trading higher on Friday at 10:55AM Transformers and Rectifiers(India)(up 10.51%), Kalpataru Projects International(up 9.60%), KPI Green Energy(up 9.01%), Indo Tech Trans… [+1437 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Mining stocks mixed as market rises,The 30-share BSE Sensex closed  up  371.95 points at 72410.38,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/106351231.cms,"https://img.etimg.com/thumb/msid-83735827,width-1200,height-630,imgsize-166342,overlay-etmarkets/photo.jpg",2023-12-28,"NEW DELHI: Mining shares closed higher in the Thursday's session. Sandur Manganese &amp; Iron Ores(up 6.74%), Coal India(up 4.20%), NMDC Ltd(up 2.83%), MOIL(up 1.27%), KIOCL(up 0.77%), Ashapura Minec… [+1263 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/106380918.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2023-12-29,"NEW DELHI: Fertilisers shares closed lower in the Friday's session. Agro Phos(up 11.74%), Sikko Industries(up 4.99%), Bohra Industries(up 4.90%), Nagarjuna Fertilizers &amp; Chem(up 2.79%), ZUARIAGRO… [+1570 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex was  down  75.9 points at 69852.63,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/105921278.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",2023-12-12,"NEW DELHI: Mining stocks were trading lower on Tuesday at 10:24AM MOIL(up 3.32%), Madhav Marbles and Granites(up 1.61%), Lexus Granito(up 0.63%), Pokarna(up 0.61%), Oriental Trimex(up 0.61%) and Guja… [+1280 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex was  down  75.2 points at 70431.11,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/106171795.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2023-12-21,"NEW DELHI: Fertilisers stocks were trading higher on Thursday at 10:24AM Sikko Industries(up 13.90%), Nagarjuna Fertilizers &amp; Chem(up 4.25%), Madras Fertlizers(up 3.36%), Aries Agro(up 3.02%), Kh… [+1368 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/106433099.cms,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Sugar stocks were trading higher on Monday at 10:04AM Uttam Sugar Mills(up 3.50%), MAGADHSUGAR(up 3.29%), Rajshree Sugars &amp; Chemicals(up 2.37%), Dalmia Bharat Sugar &amp; Industries(up… [+1248 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/106453657.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Sugar shares closed lower in the Monday's session. Uttam Sugar Mills(up 3.50%), MAGADHSUGAR(up 3.29%), Rajshree Sugars &amp; Chemicals(up 2.37%), Dalmia Bharat Sugar &amp; Industries(up 2.… [+1217 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
,"Making EV Charging More Accessible: Bharat Petroleum and Tata Passenger Electric Mobility collaborate to setup 7,000 chargers","(marketscreener.com) 
 Making EV Charging More Accessible:
 Bharat Petroleum and Tata Passenger Electric Mobility collaborate to setup 7,000 chargers
 
 
 
 
 Download press kit
 
 
 
 
 
 
 Press releaseDownload
 
 
 Small Images
 ...https://www.marketscreen…",https://www.marketscreener.com/quote/stock/TATA-MOTORS-LIMITED-46728680/news/Making-EV-Charging-More-Accessible-Bharat-Petroleum-and-Tata-Passenger-Electric-Mobility-collaborat-45535908/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,2023-12-09,"Making EV Charging More Accessible:Bharat Petroleum and Tata Passenger Electric Mobility collaborate to setup 7,000 chargers
 <ul><li>Press releaseDownload</li><li>
 Small Images293.13 KBDownload</… [+7030 chars]",,Marketscreener.com,TATAMOTORS,
ETMarkets.com,Stock market update: FMCG stocks up as market rises,The 30-share BSE Sensex closed  up  229.84 points at 71336.8,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/106293672.cms,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: FMCG shares closed higher in the Tuesday's session. Heritage Foods(up 12.18%), Nakoda Group(up 7.18%), Prataap Snacks(up 6.09%), Umang Dairies(up 3.89%), Colgate Palmolive(India)(up 2.05%)… [+1370 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: FMCG stocks up as market rises,The 30-share BSE Sensex was  up  436.58 points at 71773.38,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/106311694.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: FMCG stocks were trading higher on Wednesday at 11:25AM Jyothy Labs(up 2.22%), Umang Dairies(up 2.00%), Prataap Snacks(up 1.90%), Nakoda Group(up 1.62%), TATA CONSUMER PRODUCTS(up 1.41%), … [+1397 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Sugar stocks down as market rises,The 30-share BSE Sensex closed  up  229.84 points at 71336.8,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/106294227.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: Sugar shares closed higher in the Tuesday's session. Simbhaoli Sugars(up 19.79%), Ugar Sugar Works(up 1.92%), Triveni Engineering &amp; Industries(up 1.07%), Kothari Sugars &amp; Chemicals… [+1382 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market rises,The 30-share BSE Sensex was  up  161.76 points at 71268.72,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/106281152.cms,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: Fertilisers stocks were trading higher on Tuesday at 10:09AM Sikko Industries(up 15.05%), Nagarjuna Fertilizers &amp; Chem(up 4.02%), ZUARIAGRO(up 2.25%), Mangalore Chemicals &amp; Fertili… [+1166 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: Sugar stocks down as market rises,The 30-share BSE Sensex was  up  307.92 points at 71745.11,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/106142343.cms,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/photo.jpg",2023-12-20,"NEW DELHI: Sugar stocks were trading lower on Wednesday at 10:14AM DCM Shriram Industries(up 2.40%), Dalmia Bharat Sugar &amp; Industries(up 0.66%), Vishwaraj Sugar Industries(up 0.30%) and Ugar Suga… [+1257 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: Mining stocks up as market rises,The 30-share BSE Sensex was  up  267.2 points at 71374.16,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/106283383.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: Mining stocks were trading higher on Tuesday at 11:26AM Madhav Marbles and Granites(up 8.08%), Lexus Granito(up 4.38%), NMDC Ltd(up 3.30%), 20 Microns(up 2.69%), Pokarna(up 2.02%), Coal In… [+1055 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: Mining stocks up as market rises,The 30-share BSE Sensex closed  up  229.84 points at 71336.8,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/106293941.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2023-12-26,"NEW DELHI: Mining shares closed higher in the Tuesday's session. Madhav Marbles and Granites(up 12.50%), NMDC Ltd(up 3.30%), Pokarna(up 1.71%), KIOCL(up 0.93%), Gujarat Mineral Dvpt Corporation(up 0.… [+1160 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: FMCG stocks up as market rises,The 30-share BSE Sensex closed  up  371.95 points at 72410.38,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/106351744.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",2023-12-28,"NEW DELHI: FMCG shares closed higher in the Thursday's session. Vadilal Industries(up 8.19%), Euro India Fresh Foods(up 8.10%), Nakoda Group(up 7.85%), Gillette India(up 7.18%), Emami(up 6.78%), JHS … [+1401 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/106435876.cms,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Fertilisers stocks were trading higher on Monday at 11:00AM Agro Phos(up 11.74%), Sikko Industries(up 4.99%), Bohra Industries(up 4.90%), Nagarjuna Fertilizers &amp; Chem(up 2.79%), ZUARIA… [+1575 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
